,week,gmv,listing_price,product_mrp,discount,sla,product_procurement_sla,fsn_id,order_payment_type,online_order_perc,Date,Year,Month,TV_ads,Sponsorship_ads,Content_marketing_ads,Online_marketing_ads,NPS,Stock_Index,Special_sales,Payday,heat_deg_days,cool_deg_days,total_rain_mm,total_snow_cm,snow_on_grnd_cm,MA2_listed_price,MA2_discount,MA4_discount,lag_1_listed_price,lag_2_listed_price,lag_3_listed_price,lag_1_discount_offer,lag_2_discount_offer,lag_3_discount_offer,lag_1_NPS,lag_2_NPS,lag_3_NPS,lag_1_Stock_Index,lag_2_Stock_Index,lag_3_Stock_Index,lag_1_Special_sales,lag_2_Special_sales,lag_3_Special_sales,lag_1_Payday,lag_2_Payday,lag_3_Payday
39,40,1455026.5,518.132140274765,942.8365871294287,0.4205422993492408,5.90527838033261,2.460231381055676,518,1531,56.1217008797654,,,,,,,,50.22357381653395,1112.2857142857142,0.0,0.14285714285714285,11.12857142857143,0.0,2.8285714285714287,0.5428571428571428,0.0,0.001740771642728219,0.008254159155146771,-0.0267162070577221,534.628140232471,512.6310353535354,515.4971962616822,0.411496062992126,0.43992424242424244,0.45123987538940813,51.82760501909438,51.82760501909438,51.82760501909438,1242.0,1242.0,1242.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
40,41,1450803.2516830054,534.628140232471,950.3565804274466,0.411496062992126,6.1526059242594675,2.4844394450693663,517,2501,96.86289697908597,,,,,,,,51.82760501909438,1242.0,0.0,0.0,12.019446522064325,0.8371727748691107,2.450166112956811,0.4019933554817276,0.12358803986710964,0.015669284131576314,-0.01087237892692683,-0.005396309169931181,512.6310353535354,515.4971962616822,488.7630142327939,0.43992424242424244,0.45123987538940813,0.45294404367323066,51.82760501909438,51.82760501909438,51.181797334417936,1242.0,1242.0,1240.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
41,42,1237020.0,512.6310353535354,948.6026936026936,0.43992424242424244,5.9587542087542085,2.4882154882154883,423,2280,98.02235597592433,,,,,,,,51.82760501909438,1242.0,0.0,0.14285714285714285,7.403440538519074,0.5581151832460738,0.7382059800664453,0.05847176079734219,0.0823920265780731,-0.021004451803085657,0.03338912550155145,0.04394686101643122,515.4971962616822,488.7630142327939,499.6541592920354,0.45123987538940813,0.45294404367323066,0.432095575221239,51.82760501909438,51.181797334417936,47.306951226359324,1242.0,1240.0,1228.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
42,43,845130.0,515.4971962616822,975.170093457944,0.45123987538940813,4.579439252336448,2.230529595015576,328,1509,95.56681443951868,,,,,,,,51.82760501909438,1242.0,0.0,0.0,5.519446522064325,0.8371727748691107,1.1073089700996679,0.08770764119601328,0.12358803986710964,0.0027877465281194056,0.012697585931676577,0.047444814143524396,488.7630142327939,499.6541592920354,459.01150070126226,0.45294404367323066,0.432095575221239,0.47987938288920057,51.181797334417936,47.306951226359324,47.306951226359324,1240.0,1228.0,1228.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
43,44,2540675.0,488.7630142327939,943.0228114642231,0.45294404367323066,6.4076818093195556,2.341782023786313,739,2931,58.0166270783848,,,,,,,,51.181797334417936,1240.0,0.0,0.14285714285714285,6.506881077038146,1.1162303664921476,3.733554817275748,0.11694352159468438,0.1647840531561462,-0.026620771936911626,0.0018847584522285806,0.03199579348846982,499.6541592920354,459.01150070126226,458.1997587283565,0.432095575221239,0.47987938288920057,0.4850865739426625,47.306951226359324,47.306951226359324,47.306951226359324,1228.0,1228.0,1228.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
44,45,1433023.0,499.6541592920354,913.9939823008849,0.432095575221239,5.855221238938053,2.3221238938053097,564,476,16.849557522123895,,,,,,,,47.306951226359324,1228.0,0.0,0.0,5.974869109947646,0.5581151832460738,2.281063122923588,0.05847176079734219,0.0823920265780731,0.01101877360184078,-0.023556536913041593,-0.02692339557386176,459.01150070126226,458.1997587283565,533.6680258093728,0.47987938288920057,0.4850865739426625,0.48156441023318997,47.306951226359324,47.306951226359324,47.306951226359324,1228.0,1228.0,1228.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.0,0.0
45,46,1659558.0,459.01150070126226,899.3301542776999,0.47987938288920057,5.7192145862552595,2.2339410939691446,590,553,15.511921458625526,,,,,,,,47.306951226359324,1228.0,0.0,0.14285714285714285,5.433732236350039,0.8800299177262535,3.5358803986710967,0.08770764119601328,0.12358803986710964,-0.04239502913983298,0.052395964651229844,0.056910579620988715,458.1997587283565,533.6680258093728,518.1868078086335,0.4850865739426625,0.48156441023318997,0.45954907891119057,47.306951226359324,47.306951226359324,49.599619672086035,1228.0,1228.0,1203.7142857142858,0.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285
46,47,1642812.2502639915,458.1997587283565,917.3749645188759,0.4850865739426625,5.736871984104456,2.090831677547545,565,555,15.75809199318569,,,,,,,,47.306951226359324,1228.0,0.0,0.0,5.680029917726256,1.3952879581151845,1.931229235880399,0.1461794019933555,0.20598006644518274,-0.0008850109116743577,0.005396243273242445,0.04883267446848023,533.6680258093728,518.1868078086335,506.6095514845231,0.48156441023318997,0.45954907891119057,0.45836386607706886,47.306951226359324,49.599619672086035,50.516687050376724,1228.0,1203.7142857142858,1194.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0
47,48,2377061.326656575,533.6680258093728,1086.1919855105275,0.48156441023318997,5.3529544940004525,1.8947249264206476,577,850,19.243830654290242,,,,,,,,47.306951226359324,1228.0,0.42857142857142855,0.0,0.8160059835452511,4.69334330590875,0.683388704318937,0.029235880398671095,0.04119601328903655,0.07608702314713166,-0.003643676742827295,0.02535454109001597,518.1868078086335,506.6095514845231,512.7845691382765,0.45954907891119057,0.45836386607706886,0.4467134268537074,49.599619672086035,50.516687050376724,50.516687050376724,1203.7142857142858,1194.0,1194.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
48,49,1911911.9145685479,518.1868078086335,1029.4404729172395,0.45954907891119057,5.549628814957383,2.0104481715699754,654,644,17.70690129227385,,,,,,,,49.599619672086035,1203.7142857142858,0.0,0.14285714285714285,3.2640239341810044,2.5876589379207187,3.2764119601328905,0.11694352159468438,0.1647840531561462,-0.0147180176445919,-0.023392854927639907,-0.0356140088886554,506.6095514845231,512.7845691382765,524.1842157250098,0.45836386607706886,0.4467134268537074,0.42074278941129994,50.516687050376724,50.516687050376724,50.516687050376724,1194.0,1194.0,1194.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
49,50,1632179.0,506.6095514845231,997.5799115603285,0.45836386607706886,5.694251421351863,2.065698041692988,574,524,16.55085281111813,,,,,,,,50.516687050376724,1194.0,0.0,0.0,1.3017202692595369,3.079057591623037,0.36910299003322267,0.029235880398671095,0.04119601328903655,-0.011297128662806332,-0.0012912039650306076,-0.02711951771172088,512.7845691382765,524.1842157250098,525.944708029197,0.4467134268537074,0.42074278941129994,0.40802919708029195,50.516687050376724,50.516687050376724,50.516687050376724,1194.0,1194.0,1194.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
50,51,1564994.0,512.7845691382765,980.6743486973947,0.4467134268537074,5.905477621910488,2.092184368737475,583,517,17.273638489809557,,,,,,,,50.516687050376724,1194.0,0.0,0.14285714285714285,2.690875093492896,2.9657442034405395,1.7358803986710964,0.08770764119601328,0.12358803986710964,0.0060575370495377584,-0.012872314126493822,-0.03214027241195036,524.1842157250098,525.944708029197,0.0,0.42074278941129994,0.40802919708029195,0.0,50.516687050376724,50.516687050376724,0.0,1194.0,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,52,1351971.250347705,524.1842157250098,959.3168708020545,0.42074278941129994,5.853417621493481,2.056499407348874,525,427,16.870802054523903,,,,,,,,50.516687050376724,1194.0,0.0,0.0,1.6320119670905022,4.900972326103217,1.1953488372093024,0.05847176079734219,0.0823920265780731,0.010993239867134914,-0.029938845275936734,-0.05735396680437066,525.944708029197,0.0,0.0,0.40802919708029195,0.0,0.0,50.516687050376724,0.0,0.0,1194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,53,734419.2502937721,525.944708029197,933.6109489051095,0.40802919708029195,5.08978102189781,2.0737226277372263,412,210,15.328467153284672,,,,,,,,50.516687050376724,1194.0,0.0,0.0,2.856020942408379,4.176701570680629,1.7918604651162793,0.10232558139534884,0.14418604651162792,0.0016764534947703912,-0.015340277589289738,-0.05867435670942084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
