,week,gmv,listing_price,product_mrp,discount,sla,product_procurement_sla,fsn_id,order_payment_type,online_order_perc,Date,Year,Month,TV_ads,Sponsorship_ads,Content_marketing_ads,Online_marketing_ads,NPS,Stock_Index,Special_sales,Payday,heat_deg_days,cool_deg_days,total_rain_mm,total_snow_cm,snow_on_grnd_cm,MA2_listed_price,MA4_listed_price,MA2_discount,MA4_discount,lag_1_listed_price,lag_2_listed_price,lag_3_listed_price,lag_1_discount_offer,lag_2_discount_offer,lag_3_discount_offer,lag_1_NPS,lag_2_NPS,lag_3_NPS,lag_1_Stock_Index,lag_2_Stock_Index,lag_3_Stock_Index,lag_1_Special_sales,lag_2_Special_sales,lag_3_Special_sales,lag_1_Payday,lag_2_Payday,lag_3_Payday
26,31,4200190.0,1923.480459770115,3585.7783908045976,0.3818574712643678,5.6979310344827585,2.650114942528736,274,382,17.563218390804597,2016-01-31,2016.0,1.0,1.3139999999999996,1.2600000000000011,0.27000000000000013,6.869999999999997,47.09303132503366,1052.0,0.0,0.0,7.724607329842935,1.6743455497382214,1.8455149501661132,0.1461794019933555,0.20598006644518274,-0.003340634604367413,-0.02120350041527897,-0.04412264157132107,-0.06775482583087879,2028.8458001226243,1890.2775349650349,1984.334145736434,0.42778050275904356,0.38693181818181815,0.4295720930232558,50.32740649908032,50.32740649908032,50.32740649908032,1222.0,1222.0,1222.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0,0.14285714285714285
27,32,6627568.0,2028.8458001226243,4084.8270999386878,0.42778050275904356,4.896382587369712,2.75567136725935,290,507,15.542611894543224,2016-02-07,2016.0,2.0,1.0845019042887896,3.3513888267925167,0.23919274714356686,7.26309157145223,50.32740649908032,1222.0,0.2857142857142857,0.14285714285714285,9.606881077038148,1.1162303664921476,2.621594684385382,0.08770764119601328,0.12358803986710964,0.026659069475546922,0.02938079832444656,0.0567204515698121,0.05711275856253392,1890.2775349650349,1984.334145736434,1901.378455284553,0.38693181818181815,0.4295720930232558,0.36916666666666664,50.32740649908032,50.32740649908032,50.32740649908032,1222.0,1222.0,1222.0,0.14285714285714285,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0
28,33,4334972.0,1890.2775349650349,3526.0380244755243,0.38693181818181815,5.353146853146853,2.758304195804196,294,393,17.176573426573427,2016-02-14,2016.0,2.0,0.9697528564331845,4.397083240188774,0.22378912071535026,7.459637357178346,50.32740649908032,1222.0,0.14285714285714285,0.0,14.092595362752434,1.1162303664921476,1.4764119601328907,1.2598006644518271,1.0219269102990034,-0.03535695442830202,-0.02800733766273751,-0.050138783380680674,-0.040870900480519286,1984.334145736434,1901.378455284553,1807.4703077589943,0.4295720930232558,0.36916666666666664,0.34667533593411354,50.32740649908032,50.32740649908032,49.20724414096601,1222.0,1222.0,1044.5714285714287,0.42857142857142855,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
29,34,6429120.240000594,1984.334145736434,3954.733023255814,0.4295720930232558,5.049612403100776,2.485581395348837,317,583,18.07751937984496,2016-02-21,2016.0,2.0,0.9697528564331845,4.397083240188774,0.22378912071535026,7.459637357178346,50.32740649908032,1222.0,0.42857142857142855,0.14285714285714285,8.764023934181004,1.1162303664921476,1.4764119601328907,0.11694352159468438,0.7362126245847176,0.02427510639062833,0.014104959460448555,0.052222989083426506,0.05666571146194315,1901.378455284553,1807.4703077589943,1978.7352655440413,0.36916666666666664,0.34667533593411354,0.40607189119170983,50.32740649908032,49.20724414096601,49.02055041461363,1222.0,1044.5714285714287,1015.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0
30,35,4687026.0,1901.378455284553,3370.1138211382113,0.36916666666666664,5.767479674796748,2.542276422764228,291,424,17.235772357723576,2016-02-28,2016.0,2.0,0.9697528564331845,4.397083240188774,0.22378912071535026,7.459637357178346,50.32740649908032,1222.0,0.0,0.0,9.408601346297685,1.3952879581151845,5.474086378737542,1.0033222591362125,1.06312292358804,-0.021348900181162114,-0.025538283777149146,-0.07562601116294784,-0.08477754027140465,1807.4703077589943,1978.7352655440413,1898.3415730337078,0.34667533593411354,0.40607189119170983,0.36252584269662924,49.20724414096601,49.02055041461363,49.02055041461363,1044.5714285714287,1015.0,1015.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.14285714285714285
31,36,4181944.0,1807.4703077589943,3075.9718248807976,0.34667533593411354,5.829215431296055,2.635023840485479,326,427,18.508885999133074,,,,,,,,49.20724414096601,1044.5714285714287,0.0,0.14285714285714285,10.035452505609575,1.1162303664921476,1.5358803986710965,1.0877076411960134,1.2664451827242524,-0.025320026111956148,-0.046625048727019856,-0.0314194063087079,-0.09504679639055243,1978.7352655440413,1898.3415730337078,1718.250662427133,0.40607189119170983,0.36252584269662924,0.3461473237943827,49.02055041461363,49.02055041461363,49.02055041461363,1015.0,1015.0,1015.0,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,0.0
32,37,6120643.0,1978.7352655440413,3735.602331606218,0.40607189119170983,5.317033678756476,2.580634715025907,323,700,22.66839378238342,,,,,,,,49.02055041461363,1015.0,0.42857142857142855,0.0,6.621166791323861,1.1162303664921476,5.333554817275748,0.11694352159468438,0.1647840531561462,0.04523392997798526,0.03167693949936527,0.07890637536372895,0.04692377409125736,1898.3415730337078,1718.250662427133,1829.3325930038868,0.36252584269662924,0.3461473237943827,0.35255968906163243,49.02055041461363,49.02055041461363,50.22357381653395,1015.0,1015.0,1112.2857142857142,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
33,38,4232360.0,1898.3415730337078,3248.32,0.36252584269662924,5.390561797752809,2.5146067415730338,295,426,19.154676258992804,,,,,,,,49.02055041461363,1015.0,0.0,0.14285714285714285,7.6480179506357535,0.8371727748691107,0.6548172757475085,0.029235880398671095,0.04119601328903655,-0.020735645915087097,0.000980854664847288,-0.05665648827089426,-0.023130858638836908,1718.250662427133,1829.3325930038868,1822.1795332136446,0.3461473237943827,0.35255968906163243,0.3377797725912627,49.02055041461363,50.22357381653395,51.82760501909438,1015.0,1112.2857142857142,1242.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
34,39,3263433.0,1718.250662427133,2842.8325384207737,0.3461473237943827,5.68362480127186,2.543190249072602,298,559,29.639448568398727,,,,,,,,49.02055041461363,1015.0,0.0,0.0,10.403440538519074,0.5581151832460738,9.881063122923589,0.05847176079734219,0.0823920265780731,-0.04979574662600225,-0.07156688224391884,-0.023111526831677134,-0.05257289331316712,1829.3325930038868,1822.1795332136446,1825.8642066420664,0.35255968906163243,0.3377797725912627,0.35061992619926197,50.22357381653395,51.82760501909438,51.82760501909438,1112.2857142857142,1242.0,1242.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
35,40,3303263.0,1829.3325930038868,3115.542476401999,0.35255968906163243,5.470849528039977,2.6018878400888394,293,945,52.76381909547739,,,,,,,,50.22357381653395,1112.2857142857142,0.0,0.14285714285714285,11.12857142857143,0.0,2.8285714285714287,0.5428571428571428,0.0,0.03131200103808628,-0.014455843181269582,0.009177473746883904,-0.03889170986766191,1822.1795332136446,1825.8642066420664,2081.1590257879657,0.3377797725912627,0.35061992619926197,0.3408022922636103,51.82760501909438,51.82760501909438,51.82760501909438,1242.0,1242.0,1242.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
36,41,3049300.0,1822.1795332136446,2969.2627169359666,0.3377797725912627,5.923997606223818,2.6457211250748056,310,1594,96.60606060606061,,,,,,,,51.82760501909438,1242.0,0.0,0.0,12.019446522064325,0.8371727748691107,2.450166112956811,0.4019933554817276,0.12358803986710964,-0.0019589308601453332,0.00283619636571173,-0.021409635826093166,-0.03423381377364509,1825.8642066420664,2081.1590257879657,1814.7885714285715,0.35061992619926197,0.3408022922636103,0.36726722689075625,51.82760501909438,51.82760501909438,51.181797334417936,1242.0,1242.0,1240.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285
